,0
4271,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 9340, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350]]"
4272,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 9415, 5490, 11785, 1587, 5577, 138, 2241, 5978, 11487, 1491, 13700]]"
4273,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
4274,"[[3553, 11912, 13743, 3390, 354, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213]]"
4275,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 5033, 1491, 13700, 10328, 8350]]"
4276,"[[3553, 11912, 3390, 15881, 3272, 5347, 13743, 1630, 556, 16334, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213]]"
4277,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 1491, 11487, 13700, 10328, 7335]]"
4278,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 13296, 1491, 13700, 10328, 8350]]"
4279,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 9415, 1491, 13700, 10328, 1213]]"
4280,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 354, 1491, 13700, 10328, 1213]]"
4281,"[[3553, 11912, 3390, 1491, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 9415, 13700, 10328, 1213]]"
4282,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 8350, 10328, 1213]]"
4283,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 11057, 1491, 13700, 10328, 8350]]"
4284,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
4285,"[[3553, 11912, 3390, 3272, 13743, 15881, 5347, 1630, 16334, 556, 9415, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328]]"
4286,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 1491, 13700, 10328, 7335, 1213]]"
4287,"[[3553, 11912, 3390, 15881, 354, 5347, 1630, 13743, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213]]"
4288,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 11487, 1491, 13700, 10328, 7168]]"
4289,"[[3553, 11912, 3390, 15881, 5347, 13743, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
4290,"[[3553, 11912, 3272, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 15202, 2241, 5978, 1491, 13700, 10328]]"
4291,"[[3553, 11912, 3390, 15881, 13743, 354, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350]]"
4292,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 1491, 2241, 5978, 13700, 10328, 11487, 1213]]"
4293,"[[3553, 11912, 3390, 1491, 15881, 13743, 5347, 1630, 16334, 556, 5490, 1587, 11785, 5577, 2241, 5978, 9415, 11057, 13700, 10328]]"
4294,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 14611, 2241, 5978, 1491, 13700, 10328, 8498]]"
4295,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 5978, 2241, 1491, 9415, 13700, 10328, 8350]]"
4296,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 7335]]"
4297,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 11057, 13700, 10328, 8350]]"
4298,"[[3553, 11912, 3390, 15881, 5347, 13743, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4299,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 13296, 5490, 11785, 1587, 5577, 5978, 2241, 16051, 1491, 13700, 10328]]"
4300,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 15857, 2241, 5978, 1491, 13700, 10328, 1213]]"
4301,"[[3553, 11912, 3390, 13603, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350]]"
4302,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 3272, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213]]"
4303,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 354, 5577, 2241, 5978, 13296, 1491, 13700, 10328]]"
4304,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 13999, 10328, 1213]]"
4305,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4306,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
4307,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4308,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
4309,"[[3553, 11912, 3390, 15881, 5347, 13743, 1630, 16334, 556, 15202, 5490, 11785, 1587, 5577, 2241, 5978, 11057, 9340, 1491, 13700]]"
4310,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4311,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 3272, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 9415, 1491, 13700, 10328]]"
4312,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4313,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 11487, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213]]"
4314,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4315,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 354, 1491, 13700, 10328, 9415]]"
4316,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4317,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
4318,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
4319,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 5978, 2241, 1491, 13700, 10328, 8350, 7335]]"
4320,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 1491, 5978, 11487, 13700, 10328, 8350]]"
4321,"[[3553, 11912, 3390, 13743, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 15202, 1491, 13700, 10328, 8350]]"
4322,"[[3553, 11912, 3390, 15881, 5347, 13743, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
4323,"[[3553, 11912, 354, 3390, 15881, 5347, 13743, 1630, 16334, 556, 5490, 11785, 15857, 1587, 5577, 2241, 5978, 1491, 9415, 13700]]"
4324,"[[3553, 11912, 354, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 9415, 2241, 5978, 11487, 1491, 13700]]"
4325,"[[3553, 11912, 3390, 9415, 15881, 13743, 5347, 1630, 16334, 556, 11487, 5490, 11785, 13209, 1587, 5577, 2241, 5978, 1491, 13700]]"
4326,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 2773, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213]]"
4327,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 11487, 1491, 13700, 10328, 7335]]"
4328,"[[3553, 11912, 3390, 13743, 15881, 5347, 1630, 9415, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 2033, 13700, 10328]]"
4329,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
4330,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 11487, 2241, 5978, 1491, 13700, 10328, 1213]]"
4331,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4332,"[[3553, 11912, 3390, 15881, 13743, 5347, 13209, 1630, 16334, 556, 5490, 11785, 11487, 1587, 5577, 2241, 5978, 9415, 1491, 13700]]"
4333,"[[3553, 11912, 3390, 15881, 13743, 5033, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350]]"
4334,"[[3553, 11912, 13743, 3390, 2033, 15881, 9415, 5347, 1630, 16334, 556, 5490, 1587, 11785, 5577, 2241, 5978, 1491, 13700, 10328]]"
4335,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 11487, 5490, 11785, 1587, 5577, 2241, 5978, 5033, 1491, 13700, 10328]]"
4336,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 15857, 1491, 13700, 10328, 1213]]"
4337,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 13296, 1587, 5577, 2241, 5978, 1491, 11487, 13700, 10328]]"
4338,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 11487, 1491, 13700, 10328, 1213]]"
4339,"[[3553, 11912, 3390, 15881, 13743, 1491, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 13700, 10328, 8350, 7335]]"
4340,"[[3553, 354, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 12711, 5490, 11785, 1587, 5577, 9415, 2241, 5978, 1491, 11487]]"
4341,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 9415, 5577, 2241, 5978, 1491, 13700, 10328, 1213]]"
4342,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 11057, 1491, 13700, 10328, 8350]]"
4343,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 9415, 5577, 2241, 5978, 7168, 1491, 13700, 13999]]"
4344,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 5033, 1491, 13700, 10328, 11487]]"
4345,"[[3553, 11912, 13743, 3390, 9415, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 1491, 2241, 5978, 13700, 10328, 1213]]"
4346,"[[3553, 11912, 3390, 13743, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4347,"[[3553, 11912, 14611, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 1491, 11487, 2241, 5978, 13700, 10328]]"
4348,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 3272, 9415, 5490, 11785, 1587, 5577, 2241, 5978, 354, 1491, 13700]]"
4349,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4350,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 9415, 1587, 5577, 2241, 5978, 1491, 11487, 13700, 10328]]"
4351,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 4692, 1491, 13700, 10328, 1213]]"
4352,"[[3553, 11912, 3390, 15881, 7892, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213]]"
4353,"[[3553, 11912, 3390, 15881, 5347, 13743, 1630, 16334, 556, 5490, 1587, 11785, 5577, 5978, 2241, 11487, 1491, 13700, 10328, 1213]]"
4354,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4355,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 14051, 2241, 5978, 11057, 1491, 13700, 5033]]"
4356,"[[3553, 11912, 3390, 3272, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350]]"
4357,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 11487, 1213]]"
4358,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 1491, 13700, 10328, 7335, 8350]]"
4359,"[[3553, 354, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213]]"
4360,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 15857, 13700, 10328, 8350]]"
4361,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 15202, 10328, 8350]]"
4362,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 9415, 13700, 10328, 8350]]"
4363,"[[3553, 11912, 13743, 3390, 5033, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 9415, 2241, 5978, 1491, 13700, 10328]]"
4364,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 11057, 13700, 10328, 8350]]"
4365,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 13209, 1587, 5577, 1491, 2241, 5978, 14611, 15857, 5033]]"
4366,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 11487, 13700, 10328, 1213]]"
4367,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 15202, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213]]"
4368,"[[3553, 11912, 354, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350]]"
4369,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 1587, 11785, 5577, 2241, 5978, 14051, 1491, 13700, 11487, 10328]]"
4370,"[[3553, 11912, 3390, 13743, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 1850, 10328, 8350]]"
4371,"[[3553, 11912, 13743, 3390, 15881, 9415, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 1491, 13700, 10328, 1213]]"
4372,"[[3553, 11912, 3390, 13743, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4373,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 15857, 13700, 10328, 8350]]"
4374,"[[3553, 11912, 13743, 3390, 15881, 9415, 5347, 1630, 16334, 556, 11487, 5490, 11785, 1587, 10185, 5577, 2241, 5978, 354, 1491]]"
4375,"[[3553, 11912, 3390, 15881, 9415, 13743, 5347, 1630, 16334, 556, 354, 5490, 11785, 1587, 5577, 2241, 5978, 443, 1491, 13700]]"
4376,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 11487, 5577, 1491, 2241, 5978, 9415, 13700, 10328]]"
4377,"[[3553, 11912, 13743, 3390, 15881, 9415, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 11487, 14611, 13700]]"
4378,"[[3553, 11912, 3390, 15881, 10185, 5347, 13743, 1630, 16334, 556, 11487, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328]]"
4379,"[[3553, 11912, 3390, 15881, 9415, 7892, 13743, 5347, 1630, 16334, 556, 5490, 5577, 11785, 1587, 2241, 5978, 13700, 10328, 1491]]"
4380,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1491, 1587, 5577, 2241, 5978, 11487, 12711, 13700, 9415]]"
4381,"[[3553, 11912, 13743, 9415, 3390, 11487, 15881, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 1491, 13700, 10328]]"
4382,"[[3553, 11912, 3390, 15881, 13743, 11487, 5347, 10185, 1630, 16334, 556, 9415, 5490, 11785, 5577, 1587, 5978, 2241, 13327, 1491]]"
4383,"[[3553, 354, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 9415, 5577, 2241, 5978, 1491, 13700, 15551]]"
4384,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 9415, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213]]"
4385,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 1587, 11785, 5577, 2241, 5978, 11487, 1491, 13700, 10328, 8350]]"
4386,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 10185, 16334, 556, 9415, 5490, 11785, 1587, 5577, 3438, 11487, 2241, 5978, 1491]]"
4387,"[[3553, 11912, 13743, 3390, 9415, 15881, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 1491, 13700, 10328, 1213]]"
4388,"[[3553, 11912, 3390, 15881, 10185, 13743, 5347, 1630, 16334, 556, 11487, 5490, 11785, 1587, 5577, 11057, 2241, 5978, 1491, 13700]]"
4389,"[[3553, 11912, 3390, 1491, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 9415, 13700, 10328, 1213]]"
4390,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 11487, 11617, 2241, 5978, 1491, 13700, 10328]]"
4391,"[[3553, 11912, 354, 13743, 3390, 15881, 9415, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328]]"
4392,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 8225, 5577, 2241, 5978, 14051, 1491, 13700, 10328]]"
4393,"[[3553, 11912, 9415, 13743, 3390, 15881, 5347, 3272, 1630, 16334, 556, 5490, 11785, 7426, 2033, 1587, 5577, 2241, 5978, 1491]]"
4394,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 9415, 556, 5490, 11785, 1587, 5577, 2241, 5978, 15857, 1491, 13700, 11487]]"
4395,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 5978, 2241, 9415, 1491, 13700, 10328, 1213]]"
4396,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 11487, 1587, 5577, 2241, 5978, 1491, 13700, 9415, 10328]]"
4397,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
4398,"[[3553, 11912, 2509, 13743, 3390, 9415, 15881, 4692, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700]]"
4399,"[[3553, 11912, 3390, 15881, 7892, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 15857, 13700, 9415]]"
4400,"[[3553, 354, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 9415, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 11487, 13700]]"
4401,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 11057, 1491, 13700, 10328, 8350]]"
4402,"[[3553, 11912, 13743, 3390, 15881, 10185, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 11487, 10328]]"
4403,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 15857, 1640, 1491, 13700, 10328]]"
4404,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 9415, 1491, 13700, 10328, 1213]]"
4405,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 9415, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 11487, 15857, 13700]]"
4406,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 9415, 1491, 13700, 10328, 8350]]"
4407,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 11487, 2241, 1491, 5978, 13700, 10328, 8350]]"
4408,"[[3553, 14611, 11912, 9415, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328]]"
4409,"[[3553, 11912, 3390, 15881, 13743, 13521, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 11487, 2241, 5978, 1491, 13700, 10328]]"
4410,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 1491, 2241, 5978, 13700, 9415, 10328, 1213]]"
4411,"[[3553, 11912, 3390, 15881, 10185, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 11487, 5577, 2241, 5978, 11057, 1491, 13700]]"
4412,"[[3553, 11912, 9415, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 15857, 1587, 1491, 5577, 13296, 2241, 5978, 354]]"
4413,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 6709, 5577, 2241, 5978, 1491, 11487, 13700, 10328]]"
4414,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 9415, 6811, 1491, 13700, 10328]]"
4415,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 11487, 10328, 8350]]"
4416,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 10392, 2241, 5978, 11057, 1491, 13700, 10328]]"
4417,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 443, 2241, 5978, 1491, 9415, 13700, 10328]]"
4418,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 354, 5490, 11785, 1491, 9415, 1587, 5577, 2241, 5978, 11487, 13700]]"
4419,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 9415, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213]]"
4420,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 13700, 10328, 1491, 7335, 8350]]"
4421,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 11487, 1587, 5577, 2241, 5978, 1491, 9415, 13700, 10328]]"
4422,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 9415, 16334, 556, 5490, 11487, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328]]"
4423,"[[3553, 11912, 1491, 3390, 15881, 13743, 5347, 9415, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 13700, 10328, 1213]]"
4424,"[[3553, 354, 11912, 13743, 3390, 15881, 5862, 5347, 1630, 16334, 556, 9415, 15399, 1587, 5490, 11785, 5577, 2241, 5978, 1491]]"
4425,"[[3553, 11912, 3390, 9415, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 13327, 1491, 13700, 10328]]"
4426,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 11487, 14183, 13700, 10328]]"
4427,"[[3553, 11912, 3390, 9415, 354, 15881, 13743, 5862, 14611, 5347, 1630, 16334, 556, 11487, 5490, 11785, 1587, 5577, 2241, 5978]]"
4428,"[[3553, 11912, 3390, 15881, 13743, 1630, 5347, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 1058, 13700, 10328, 8350]]"
4429,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 9415, 2241, 5978, 1491, 13700, 10328, 8350]]"
4430,"[[3553, 11912, 15399, 3390, 9415, 3272, 15881, 13743, 5347, 1630, 16334, 556, 7892, 5490, 11785, 1587, 5577, 354, 13327, 2241]]"
4431,"[[3553, 11912, 2810, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 11487, 1491, 13700, 10328]]"
