,0
4110,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 5978, 2241, 9415, 1491, 13700, 10328, 8350]]"
4111,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 13700, 1491, 13999, 10328, 11487]]"
4112,"[[3553, 14611, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 1491, 2241, 9415, 5978, 11487, 13700]]"
4113,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4114,"[[3553, 14611, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 11057, 9415, 1491, 13700]]"
4115,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 13296, 2241, 5978, 1491, 11487, 13700, 10328]]"
4116,"[[3553, 11912, 3390, 15881, 5347, 13743, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4117,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 11487, 1491, 13700, 10328, 10185]]"
4118,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 5978, 2241, 11487, 13700, 1491, 10328, 7335]]"
4119,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 14611, 13700, 10328, 8350]]"
4120,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5577, 5490, 11785, 2241, 5978, 1587, 13700, 10328, 7335, 1491, 8350]]"
4121,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 11057, 1491, 13700, 10328, 8350]]"
4122,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 11487, 1491, 13700, 10328, 8350]]"
4123,"[[3553, 11912, 3390, 15881, 5347, 13743, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 3272, 1213]]"
4124,"[[3553, 11912, 13743, 3390, 15881, 9415, 11487, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 10185, 13327, 1491]]"
4125,"[[3553, 11912, 3390, 15881, 9415, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213]]"
4126,"[[3553, 11912, 3390, 15881, 9415, 13743, 12711, 5347, 1630, 16334, 556, 5490, 11785, 1587, 11487, 5577, 2241, 5978, 1491, 13700]]"
4127,"[[3553, 11912, 13743, 3390, 15881, 9415, 5347, 1630, 16334, 556, 13327, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328]]"
4128,"[[3553, 14611, 11912, 9415, 3390, 13327, 15881, 10185, 13743, 5347, 11487, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978]]"
4129,"[[3553, 11912, 3390, 15881, 9415, 7892, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328]]"
4130,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 9415, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213]]"
4131,"[[3553, 11912, 3390, 15881, 9415, 13743, 5347, 13327, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 1491, 13700, 10328]]"
4132,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 14611, 11785, 1587, 5577, 6811, 2241, 5978, 11487, 13296, 1491]]"
4133,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 9415, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213]]"
4134,"[[3553, 11912, 14611, 3390, 15881, 9415, 13743, 5347, 1630, 16334, 556, 5490, 1587, 11785, 5577, 14051, 2241, 13327, 5978, 1491]]"
4135,"[[3553, 11912, 13743, 3390, 15881, 9415, 5347, 1630, 16334, 556, 11487, 3272, 5490, 11785, 1587, 5577, 2241, 5978, 7426, 1491]]"
4136,"[[3553, 11912, 3390, 15881, 9415, 13743, 5347, 7892, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328]]"
4137,"[[3553, 11912, 13743, 3390, 471, 15881, 5347, 1630, 16334, 556, 11487, 5490, 11785, 1587, 5577, 2241, 5978, 15857, 9415, 1491]]"
4138,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 11487, 1491, 13700, 10328, 8350]]"
4139,"[[3553, 11912, 6068, 3390, 1491, 15881, 13743, 10185, 5347, 1630, 16334, 556, 11487, 9415, 5577, 5490, 11785, 2241, 1587, 5978]]"
4140,"[[3553, 14611, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 11057, 2241, 5978, 1491, 13700, 10328]]"
4141,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11487, 11785, 1587, 5577, 9415, 2241, 5978, 1491, 1009, 12388]]"
4142,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 11487, 1491, 13700, 10328, 1213]]"
4143,"[[3553, 11912, 3390, 15881, 471, 13743, 5347, 1630, 16334, 556, 5490, 5419, 11785, 1587, 5577, 9415, 2241, 5978, 1491, 15202]]"
4144,"[[3553, 11912, 13743, 3390, 5033, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350]]"
4145,"[[3553, 14611, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 15857, 2241, 5978, 11487, 1491, 13700]]"
4146,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 5978, 2241, 1491, 13700, 10328, 9415, 1213]]"
4147,"[[3553, 14611, 11912, 13743, 9415, 3390, 15881, 354, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 1491, 2241, 5978, 11487]]"
4148,"[[3553, 11912, 13743, 3390, 15881, 9415, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 13327, 2241, 5978, 1491, 13700, 10328]]"
4149,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 13700, 1491, 10328, 11487, 1213]]"
4150,"[[3553, 11912, 3390, 15881, 13743, 5347, 9415, 7892, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 11808, 1491, 13700]]"
4151,"[[3553, 14611, 11912, 13743, 3390, 9415, 15881, 5347, 1630, 16334, 556, 15857, 5490, 11785, 1587, 11487, 5577, 2241, 5978, 1491]]"
4152,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 11057, 1491, 9415, 13700, 10328]]"
4153,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 3272, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213]]"
4154,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 11057, 1491, 13700, 10328, 1213]]"
4155,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 16051, 1491, 13700, 10328, 1213]]"
4156,"[[3553, 11912, 1491, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 13700, 10328, 1213, 8350]]"
4157,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 11487, 2241, 5978, 15551, 1491, 13700, 10328]]"
4158,"[[3553, 11912, 3390, 15881, 10185, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 11487, 2241, 5978, 1491, 13700, 10328]]"
4159,"[[3553, 11912, 14611, 3390, 9415, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 13327, 5577, 2241, 5978, 11057, 1491]]"
4160,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 13296, 5490, 11785, 1587, 5577, 11487, 2241, 5978, 1491, 13700, 10328]]"
4161,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4162,"[[3553, 11912, 3390, 1491, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 9415, 13700, 10328, 1213]]"
4163,"[[3553, 471, 11912, 13743, 3390, 15881, 10185, 11487, 5347, 1630, 556, 16334, 5490, 1587, 11785, 9415, 15202, 5577, 15857, 2241]]"
4164,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 15857, 13700, 10328, 1213]]"
4165,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 1491, 13700, 10328, 7335, 8350]]"
4166,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 13296, 1587, 5577, 2241, 5978, 9415, 11487, 1491, 13700]]"
4167,"[[3553, 11912, 14611, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 9415, 2241, 5978, 11057, 174, 13327]]"
4168,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 9415, 13700, 10328, 1213]]"
4169,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 13700, 10328, 1491, 7335, 1213]]"
4170,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 15857, 5490, 11785, 1587, 5577, 2241, 5978, 10185, 1491, 4692, 13700]]"
4171,"[[3553, 14611, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 11057, 2241, 5978, 13327, 9415, 1491]]"
4172,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 13296, 9415, 1491, 13700, 11487]]"
4173,"[[3553, 11912, 14611, 3390, 9415, 10185, 15881, 13743, 11487, 5347, 1630, 16334, 556, 5490, 11785, 1587, 15857, 5577, 2241, 5978]]"
4174,"[[3553, 11912, 13743, 3390, 9415, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 14611, 1058, 13700]]"
4175,"[[3553, 11912, 3390, 3272, 15881, 13743, 5347, 1630, 16334, 556, 9415, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13327, 13700]]"
4176,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4177,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4178,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 11487, 10328, 8350]]"
4179,"[[3553, 11912, 13743, 3390, 15881, 3438, 9415, 5347, 1630, 16334, 556, 5490, 11785, 14051, 1587, 5577, 1491, 13296, 2241, 5978]]"
4180,"[[3553, 11912, 3390, 5862, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 11487, 1491, 13700, 10328]]"
4181,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 7892, 5577, 2241, 5978, 9415, 1491, 13700, 10328]]"
4182,"[[3553, 11912, 3390, 13743, 15881, 5347, 6831, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 11487, 1491, 13700, 10328]]"
4183,"[[3553, 11912, 13743, 3390, 15881, 1491, 5347, 1630, 9415, 16334, 556, 2033, 5490, 11785, 1587, 5577, 2241, 5978, 13700, 10328]]"
4184,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4185,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 11487, 1491, 13700, 10328, 1058]]"
4186,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 130, 11785, 1587, 14611, 5577, 1491, 2241, 5978, 15857, 15891]]"
4187,"[[3553, 11912, 3390, 15881, 10185, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 9415, 11487, 1491, 13700]]"
4188,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 11487, 13700, 10328, 8350]]"
4189,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 11487, 1491, 13700, 10328, 15551]]"
4190,"[[3553, 11912, 3390, 13743, 15881, 5347, 6831, 1630, 16334, 556, 15857, 5490, 9415, 11785, 5577, 1587, 2241, 5978, 11487, 5862]]"
4191,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 10392, 5978, 11487, 1491, 13700, 10328]]"
4192,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 15857, 13700, 1491, 10328, 7335]]"
4193,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 9415, 354, 1491, 13700, 10328]]"
4194,"[[3553, 11912, 3390, 15881, 13743, 354, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 11487, 1491, 13700, 11057]]"
4195,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 9415, 1587, 5577, 2241, 5978, 1491, 11487, 13700, 10328]]"
4196,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4197,"[[3553, 11912, 3390, 1491, 15881, 13743, 3272, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 13700, 10328, 7335]]"
4198,"[[3553, 11912, 3390, 15881, 471, 1491, 13743, 5347, 1630, 16334, 556, 9415, 5490, 11785, 11487, 1587, 5577, 2241, 5978, 15857]]"
4199,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 354, 1491, 13700, 11487, 10328]]"
4200,"[[3553, 11912, 13743, 3390, 15881, 9415, 5347, 1630, 16334, 556, 11487, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328]]"
4201,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 11487, 2241, 5978, 1491, 13700, 10328, 8350]]"
4202,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1058, 1491, 11487, 13700, 10328]]"
4203,"[[3553, 11912, 3390, 1491, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 5577, 1587, 9415, 5978, 2241, 15857, 13700, 10328]]"
4204,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4205,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 11487, 1491, 13700, 10185, 10328]]"
4206,"[[3553, 11912, 13743, 3390, 15881, 9415, 5347, 1630, 16334, 556, 5490, 13327, 1587, 11785, 5577, 2241, 5978, 1491, 11916, 13700]]"
4207,"[[3553, 11912, 3390, 13743, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 11487, 13700, 10328, 8350]]"
4208,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4209,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 9415, 1587, 5577, 3438, 2241, 5978, 1491, 13700, 10328]]"
4210,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
4211,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 3333, 11487, 1491, 13700, 10328]]"
4212,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 15857, 13700, 10328, 8350]]"
4213,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 2672, 5978, 9415, 1491, 13700, 10328]]"
4214,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 11487, 5978, 2241, 1491, 13700, 10328, 7335]]"
4215,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 3333, 8350]]"
4216,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 5033, 1491, 2241, 5978, 14051, 13700, 10328]]"
4217,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 15857, 13700, 10328, 11487]]"
4218,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 15067, 1491, 15857, 13700, 10328]]"
4219,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 11487, 13700, 15857, 10328]]"
4220,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 9415, 16334, 556, 5490, 11785, 5577, 1587, 2241, 5978, 1491, 6811, 15857, 13700]]"
4221,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 13209, 2241, 5978, 5033, 1491, 13700, 10328]]"
4222,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 15088, 2241, 5978, 13296, 9415, 1491, 4692]]"
4223,"[[3553, 11912, 3390, 3272, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 15857, 1587, 5577, 9415, 2241, 5978, 1491, 13700]]"
4224,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 11487, 13700, 10328, 8350]]"
4225,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 9415, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213]]"
4226,"[[3553, 11912, 3390, 5033, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350]]"
4227,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
4228,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 1587, 11785, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4229,"[[3553, 11912, 13743, 3390, 3272, 15881, 5347, 1630, 16334, 556, 5490, 11785, 15623, 1587, 5577, 11487, 2241, 5978, 1491, 13700]]"
4230,"[[3553, 11912, 3390, 1491, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 13700, 10328, 13327, 1213]]"
4231,"[[3553, 11912, 3390, 13743, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4232,"[[3553, 11912, 3390, 15881, 5347, 13743, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4233,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
4234,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 15202, 13700, 10328, 8350]]"
4235,"[[3553, 11912, 3390, 15881, 13743, 5347, 7892, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350]]"
4236,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4237,"[[3553, 11912, 3390, 13743, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1058, 1491, 13700, 10328, 8350]]"
4238,"[[3553, 11912, 13743, 3390, 3272, 15881, 5347, 2773, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328]]"
4239,"[[3553, 11912, 3390, 5033, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350]]"
4240,"[[3553, 11912, 354, 13743, 3390, 15881, 9415, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328]]"
4241,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 9415, 1213]]"
4242,"[[3553, 11912, 3390, 13743, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4243,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 130, 11487, 13700, 10328]]"
4244,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 5978, 2241, 1491, 14611, 13700, 10328, 8350]]"
4245,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 1587, 11785, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4246,"[[3553, 11912, 354, 3390, 15881, 13743, 5347, 7892, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328]]"
4247,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 138, 13700, 10328, 8350]]"
4248,"[[3553, 11912, 13743, 3390, 15881, 9415, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213]]"
4249,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 14008, 2241, 5978, 1491, 13700, 10328, 8350]]"
4250,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 9415, 5490, 11785, 1587, 5577, 5239, 2241, 5978, 14051, 11487, 1491]]"
4251,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 15857, 13700, 10328, 13097]]"
4252,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 1587, 5490, 11785, 5577, 2241, 5978, 1491, 13700, 11487, 10328, 1213]]"
4253,"[[3553, 11912, 3390, 1491, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 13700, 10328, 1213, 8350]]"
4254,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4255,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 13296, 5577, 11487, 2241, 5978, 9415, 1491, 13700]]"
4256,"[[3553, 11912, 3390, 13743, 15881, 5347, 1630, 16334, 556, 5490, 1587, 11785, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 5396]]"
4257,"[[3553, 11912, 3390, 15881, 13743, 5033, 5239, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 5978, 2241, 15202, 1491, 13700]]"
4258,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 354, 1587, 5577, 2241, 5978, 11487, 1491, 9415, 13700]]"
4259,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 9415, 2241, 5978, 1491, 13700, 10328, 11487]]"
4260,"[[3553, 11912, 3390, 15881, 13743, 5347, 354, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 5396]]"
4261,"[[3553, 11912, 13743, 3390, 3272, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350]]"
4262,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 354, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350]]"
4263,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 1213, 8350]]"
4264,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4265,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4266,"[[3553, 11912, 13743, 3390, 15881, 5347, 5239, 1630, 16334, 556, 5490, 9415, 11785, 1587, 5577, 2241, 5978, 1491, 11487, 13700]]"
4267,"[[3553, 11912, 3390, 15881, 13743, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 1213]]"
4268,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 11487, 1491, 13700, 10328, 9415]]"
4269,"[[3553, 11912, 3390, 13743, 15881, 5347, 1630, 16334, 556, 5490, 1587, 11785, 5577, 2241, 5978, 1491, 13700, 10328, 8350, 5396]]"
4270,"[[3553, 11912, 13743, 3390, 15881, 5347, 1630, 16334, 556, 5490, 11785, 1587, 5577, 2241, 5978, 1491, 9415, 13700, 10328, 1213]]"
